Identifier,Actual Dates:Duration months,Actual Dates:End Date,Actual Dates:Start Date,Amount Applied For,Amount Awarded,Amount Disbursed,Award Date,Beneficiary Location:0:Country Code,Beneficiary Location:0:Geographic Code,Beneficiary Location:0:Geographic Code Type,Beneficiary Location:0:Name,Beneficiary Location:1:Country Code,Beneficiary Location:1:Geographic Code,Beneficiary Location:1:Geographic Code Type,Beneficiary Location:1:Name,Beneficiary Location:2:Country Code,Beneficiary Location:2:Geographic Code,Beneficiary Location:2:Geographic Code Type,Beneficiary Location:2:Name,Beneficiary Location:3:Country Code,Beneficiary Location:3:Geographic Code,Beneficiary Location:3:Geographic Code Type,Beneficiary Location:3:Name,Beneficiary Location:4:Country Code,Beneficiary Location:4:Geographic Code,Beneficiary Location:4:Geographic Code Type,Beneficiary Location:4:Name,Beneficiary Location:5:Country Code,Beneficiary Location:5:Geographic Code,Beneficiary Location:5:Geographic Code Type,Beneficiary Location:5:Name,Beneficiary Location:6:Country Code,Beneficiary Location:6:Geographic Code,Beneficiary Location:6:Geographic Code Type,Beneficiary Location:6:Name,Beneficiary Location:7:Country Code,Beneficiary Location:7:Geographic Code,Beneficiary Location:7:Geographic Code Type,Beneficiary Location:7:Name,Beneficiary Location:Geographic Code,Beneficiary Location:Geographic Code Type,Beneficiary Location:Name,Currency,Data Source,Description,From An Open Call?,Funding Org:Description,Funding Org:Identifier,Funding Org:Name,Funding Org:Postal Code,Funding Org:Web Address,Grant Programme:Code,Grant Programme:Title,Grant Programme:URL,Last modified,License see note,Planned Dates:Duration (months),Planned Dates:Duration months,Planned Dates:End Date,Planned Dates:Start Date,Publisher:Name,Recipient District,Recipient District Geographic Code,Recipient Org:Charity Number,Recipient Org:Company Number,Recipient Org:Identifier,Recipient Org:Location:0:Geographic Code,Recipient Org:Location:0:Geographic Code Type,Recipient Org:Location:0:Name,Recipient Org:Location:1:Geographic Code,Recipient Org:Location:1:Geographic Code Type,Recipient Org:Location:1:Name,Recipient Org:Location:2:Geographic Code,Recipient Org:Location:2:Geographic Code Type,Recipient Org:Location:2:Name,Recipient Org:Name,Recipient Org:Postal Code,Recipient Region,Recipient Ward,Recipient Ward Geographic Code,Retrieved for use in GrantNav,Title,URL,org_type,postcode,org_income,osward,lsoa11,lat,long,relevant
360G-EFF-12-0989,,,,,20000.0,,2013-03-12,,,,UK Whole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://esmeefairbairn.org.uk/userfiles/Documents/Grants%20list/Esmee_Grants_Since_2008.json,"Towards core costs to see shark and shark-related products removed from UK supermarkets, shops, restaurants and products.",,,GB-CHC-200051,Esmée Fairbairn Foundation,,,,Main Grant,,,https://creativecommons.org/licenses/by/4.0/,,24.0,,,Esmee Fairbairn Foundation,Kingston upon Thames London Boro,E09000021,1137772,,GB-CHC-1137772,,,,,,,,,,Bite-Back Shark and Marine Conservation,KT1 3EX,London,Norbiton Ward,E05000409,2018-06-04T13:14:14+00:00,Grant to Bite-Back Shark and Marine Conservation,http://www.bite-back.com,Charity,KT1 3EX,50576.0,E05000409,E01002971,51.406884,-0.289837,0
360G-SE-2013006131LOTT,,,,,10000.0,10000.0,2015-09-10,GB,,,KT2 5AU,,E14000896,WPC,Richmond Park,,E09000021,LAD,Kingston upon Thames,,E01003011,LSOA,,,,,,,,,,,,,,,,,,,,,GBP,https://www.sportengland.org/media/12725/360giving-sport-england-data.xlsx,"Funding under Sport England's Small Grants funding programme for a Revenue project titled 'Improving Sculling Skills of Juniors and Young Adults'. This project is a Rowing project, with a focus on younger beneficiaries.",Yes,,GB-COH-RC000766,Sport England,,,SG,Small Grants,http://www.sportengland.org/funding,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,2016-08-31T00:00:00+00:00,2015-09-01T00:00:00+00:00,Sport England,Kingston upon Thames London Boro,E09000021,,,360G-SE-2013006131,,,,,,,,,,Kingston Rowing Club,KT2 5AU,London,Tudor Ward,E05000415,2018-06-04T13:16:09+00:00,Improving Sculling Skills of Juniors and Young Adults,,Sport Club,KT2 5AU,,E05000415,E01003011,51.418947,-0.305625,1
360G-SE-2015006361LOTT,,,,,10000.0,10000.0,2015-09-15,GB,,,KT6 4HH,,E14000770,WPC,Kingston and Surbiton,,E09000021,LAD,Kingston upon Thames,,E01002967,LSOA,,,,,,,,,,,,,,,,,,,,,GBP,https://www.sportengland.org/media/12725/360giving-sport-england-data.xlsx,Funding under Sport England's Small Grants funding programme for a Revenue project titled 'Upgrade of club safety boats'. This project lists its main activity as Sailing & Yachting.,Yes,,GB-COH-RC000766,Sport England,,,SG,Small Grants,http://www.sportengland.org/funding,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,2016-09-01T00:00:00+00:00,2015-09-01T00:00:00+00:00,Sport England,Kingston upon Thames London Boro,E09000021,,,360G-SE-2015006361,,,,,,,,,,Thames Sailing Club,KT6 4HH,London,Grove Ward,E05000408,2018-06-04T13:16:09+00:00,Upgrade of club safety boats,,Sport Club,KT6 4HH,,E05000408,E01002967,51.397438,-0.311336,1
360G-blf-A4E_3_010119852,,,,5000.0,5000.0,,2004-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"This group aim is to promote, maintian, improve and advance education particualrly by the encouragement of the Arts including the arts of drama, mime, opera, ballet, music, singing, dance, literature, sculpture and painting. The group would like to run a drama project involving workshops over a period of two weeks and a visual arts project that would include young people work with professional artisits",,,360G-blf,The Big Lottery Fund,,,A4E3,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2004-10-06,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1000182,,GB-CHC-1000182,E05000408,,Grove,E09000021,,Kingston upon Thames,,,,Kingston Theatre Trust,,London,Grove Ward,E05000408,2018-06-04T09:08:02+00:00,Theatre Pilot education outreach Project,,Charity,KT1 1HL,4304951.0,E05000408,E01002968,51.408258,-0.307731,0
360G-blf-AVR_1_010119432,,,,875.0,875.0,,2004-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,A Second World War Veteran from Surrey has been awarded a grant towards travel costs for a commemorative visit to Italy in October of this year. Funding has also been provided for a spouse  to travel with the Veteran,,,360G-blf,The Big Lottery Fund,,,AVR1,Heroes Return,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2004-07-28,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-3E9ACA40-74B6-49FC-BCB1-B76EE018402B,E05000413,,Surbiton Hill,E09000021,,Kingston upon Thames,,,,This is a programme for individual veterans as opposed to organisaitons,,London,Surbiton Hill Ward,E05000413,2018-06-04T09:08:02+00:00,Heroes Return,,Individual,,,,,,,0
360G-blf-AVR_1_010125698,,,,780.0,780.0,,2004-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,A Second World War Veteran from Surrey has been awarded a grant towards travel costs for a commemorative visit to Holland in September of this year.Funding has also been provided for a spouse and a carer to travel with the Veteran.,,,360G-blf,The Big Lottery Fund,,,AVR1,Heroes Return,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2004-09-08,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-D9C1DBC8-D5CF-4912-A419-5C4D9AA2D782,E05000410,,Old Malden,E09000021,,Kingston upon Thames,,,,This is a programme for individual veterans as opposed to organisaitons,,London,Old Malden Ward,E05000410,2018-06-04T09:08:02+00:00,Heroes Return,,Individual,,,,,,,0
360G-blf-0031052940,,,,,10000.0,,2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData17-18.xlsx,"This project will train local residents in digital media, enabling them to produce news and information through the creation of newsletters, while bringing people together across the community.",,,360G-blf,The Big Lottery Fund,,,AFEX1,National Lottery Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,2018-10-03,2017-10-03,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,8409592,GB-COH-8409592,E05000409,,Norbiton,E09000021,,Kingston upon Thames,,,,Kingston Federation of Residents Limited,,London,Norbiton Ward,E05000409,2018-06-04T09:07:15+00:00,Kingston Voice:news by council residents,,Charity,,,,,,,1
360G-blf-0031053458,,,,,10000.0,,2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData17-18.xlsx,This project will develop a product aimed at raising awareness of unconscious bias that can be used as an educational tool within schools and the wider community. This will improve understanding of equality and encourage more inclusive communities.,,,360G-blf,The Big Lottery Fund,,,AFEX1,National Lottery Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,2018-10-26,2017-10-26,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-org-Quilombo UK-Charity : Charitable Unincorporated Association-01032010-E09000021,E05000408,,Grove,E09000021,,Kingston upon Thames,,,,Quilombo UK,,London,Grove Ward,E05000408,2018-06-04T09:07:15+00:00,Are you Biased? Play the Diversity Game and Think Differently!,,Charity,,,,,,,1
360G-woodward:WCT975,,,,,2000.0,,2008-07-30,GB,,,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,http://ods.sfct.org.uk/OpenDataService/sfct360givingfeed.aspx?trust=GB-CHC-299963,Towards an Orientation worker to help newly arrived refugees and asylum seekers in Surrey.,,,GB-CHC-299963,Woodward Charitable Trust,,,,,,,https://creativecommons.org/licenses/by/4.0/,,,,,Woodward Charitable Trust,Kingston upon Thames London Boro,E09000021,1013841,,GB-CHC-1013841,,,,,,,,,,Refugee Action Kingston,KT2 6LX,London,Canbury Ward,E05000403,2018-06-04T13:22:22+00:00,Towards an Orientation worker ,,Charity,KT2 6LX,288813.0,E05000403,E01033569,51.412991,-0.298597,0
360G-blf-0030137531,,,,295193.0,286925.0,,2005-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"National Schizophrenia Fellowship (also known as Rethink) is a campaigning membership charity involving people with severe mental illness and carers. It provides a network of mutual support groups around the country. It is also the largest voluntary sector service provider in mental health, helping 5050 people each day. This project is a development of the Family Support Service grant. It plans to engage, enable and empower service users and carers to push the involvement agenda forward.",,,360G-blf,The Big Lottery Fund,,,MK1,Large Projects,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,47.0,,2005-07-01,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,271028,1227970,GB-CHC-271028,E05000408,,Grove,E09000021,,Kingston upon Thames,,,,National Schizophrenia Fellowship,,London,Grove Ward,E05000408,2018-06-04T09:08:02+00:00,Increasing user and carer involvement and empowerment,,Charity - National,SE1 7TP,33717000.0,E05000427,E01003109,51.487955,-0.123739,0
360G-blf-0030137791,,,,58959.0,58959.0,,2005-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,The project will provide activities and support for people with a diagnosis of both mental illness and learning disability.  Clients already attend a day centre but need more specialist and individual support than is currently available.  The project will mean that clients are able to participate in activites at their own pace and will develop new skills.,,,360G-blf,The Big Lottery Fund,,,ML2,Medium Sized Projects,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,36.0,,2005-06-12,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,802456,,GB-CHC-802456,E05000413,,Surbiton Hill,E09000021,,Kingston upon Thames,,,,The Fircroft Trust,,London,Surbiton Hill Ward,E05000413,2018-06-04T09:08:02+00:00,Social Activities for People with both mental health and learning difficult,,Charity,KT6 6RH,583287.0,E05000413,E01002994,51.382183,-0.303562,0
360G-COOPGROUP-11385,,,,,2783.64,,2017-11-29,,KT4,PD,KT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.coop.co.uk/downloads/causes-data-2017.csv,Improvements to our kennels will enhance the lives of the dogs in our care who go on to enrich the lives of the people who offer them homes.,,,GB-COH-IP00525R,Co-operative Group,,,,,,,https://creativecommons.org/licenses/by-sa/4.0/,,,,,Co-operative Group,Kingston upon Thames London Boro,E09000021,269668,,GB-CHC-269668,,,,,,,,,,Retired Greyhound Trust (Dunrunnin - Brands Hatch Branch),KT4 7JZ,London,Old Malden Ward,E05000410,2018-06-04T13:13:36+00:00,Grant to Retired Greyhound Trust (Dunrunnin - Brands Hatch Branch),,Charity,KT4 7JZ,4135511.0,E05000410,E01002978,51.380579,-0.246592,1
360G-HenrySmithCharity-20140658,,,,,86200.0,,2014-06-12,,,,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.henrysmithcharity.org.uk/wp-content/uploads/2017/10/360-Giving-Format-Grants-data-Jan-2012-Mar17.xlsx,"towards three years' salary of a Housing Advisor and the running costs of the 'Housing Crisis Intervention Service', supporting homeless people in south-west London",,,GB-CHC-230102,The Henry Smith Charity ,,,,Main Grant,,,https://creativecommons.org/licenses/by/4.0/,,36.0,,,Henry Smith Charity,Kingston upon Thames London Boro,E09000021,1075890,,GB-CHC-1075890,,,,,,,,,,Kingston Churches Action on Homelessness,KT2 6QL,London,Norbiton Ward,E05000409,2018-06-04T13:14:34+00:00,Grant to Kingston Churches Action on Homelessness,,Charity,KT2 6QL,530384.0,E05000409,E01002972,51.411229,-0.290567,0
360G-COOPGROUP-9791,,,,,1480.51,,2017-11-29,,KT4,PD,KT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.coop.co.uk/downloads/causes-data-2017.csv,We need new equipment and a new Scout vehicle so we can continue to offer outdoor fun and adventure to our young members.,,,GB-COH-IP00525R,Co-operative Group,,,,,,,https://creativecommons.org/licenses/by-sa/4.0/,,,,,Co-operative Group,Kingston upon Thames London Boro,E09000021,303761,,GB-CHC-303761,,,,,,,,,,1st Old Malden Scouts,KT4 7NY,London,Old Malden Ward,E05000410,2018-06-04T13:13:36+00:00,Grant to 1st Old Malden Scouts,,Charity,KT4 7NY,15727.0,E05000410,E01002978,51.382992,-0.249728,1
360G-woodward:WCT2349,,,,,750.0,,2017-11-10,GB,,,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,http://ods.sfct.org.uk/OpenDataService/sfct360givingfeed.aspx?trust=GB-CHC-299963,Towards “Mentor Me” which matches young people with autism who have an interest/flair in IT with IT professionals.,,,GB-CHC-299963,Woodward Charitable Trust,,,,,,,https://creativecommons.org/licenses/by/4.0/,,,,,Woodward Charitable Trust,Kingston upon Thames London Boro,E09000021,1153397,,GB-CHC-1153397,,,,,,,,,,Autus,KT5 8PJ,London,Berrylands Ward,E05000401,2018-06-04T13:22:22+00:00,“Mentor Me” matching autistic young people with an interest in IT,,Charity,KT5 8PJ,142199.0,E05000401,E01002924,51.388578,-0.29006,1
360G-CIN-78649,,,,,109584.0,,2015-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,http://downloads.bbc.co.uk/tv/pudsey/360_giving_data_02102016.xlsx,This project will offer a drop in youth club and trip and activities for young carers. Young people will benefit from increased social inclusion improved aspirations and better emotional well being.,,,GB-CHC-802052,BBC Children in Need,,,,Main Grants,,,https://creativecommons.org/licenses/by/4.0/,,36.0,,,BBC Children in Need,Kingston upon Thames London Boro,E09000021,,,360G-CIN-kingstoncarersnetwork,E09000021,LONB,Kingston upon Thames,,,,,,,Kingston Carers Network,,London,,,2018-06-04T08:59:27+00:00,Grant to Kingston Carers Network,,Charity,,,,,,,1
360G-blf-0030044110,,,,4750.0,4750.0,,2006-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,The school will organise an after-school joint art project with primary/secondary students. They will create a site-specific sculpture designed by the children under the direction of professionals.,,,360G-blf,The Big Lottery Fund,,,A4E3,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2006-03-07,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-org-StLukesCofEPrimarySchoolSchool:StateSchool142013,E05000403,,Canbury,E09000021,,Kingston upon Thames,,,,St Lukes C of E Primary School,,London,Canbury Ward,E05000403,2018-06-04T09:08:02+00:00,Joint sculpture project,,School,,,,,,,0
360G-blf-0030039815,,,,5000.0,5000.0,,2006-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"Learn English At Home recruit and train volunteers to teach English as a second language to people who cannot access mainstream education, these are mainly women at home with young children.  The group is seeking funding to set up a learn English at Home project in Richmond.",,,360G-blf,The Big Lottery Fund,,,A4E3,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2006-05-30,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1153425,,GB-CHC-1057008,E05000403,,Canbury,E09000021,,Kingston upon Thames,,,,Learn English At Home,,London,Canbury Ward,E05000403,2018-06-04T09:08:02+00:00,Learn English At Home Richmond,,Charity,KT2 6LX,208355.0,E05000403,E01033569,51.412991,-0.298597,0
360G-blf-0030038720,,,,5000.0,5000.0,,2006-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,This is a church based community group who provide a holistic service to meet the needs of individuals with substance misuse issues.  The group are seeking funding to organise a series of four workshops that will be used to create a recognisable and accessible public-facing 'brand' for their outreach service.,,,360G-blf,The Big Lottery Fund,,,A4E3,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2006-05-30,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1115017,5480423,GB-CHC-1115017,E05000408,,Grove,E09000021,,Kingston upon Thames,,,,Kaleidoscope Project,,London,Grove Ward,E05000408,2018-06-04T09:08:02+00:00,Workshops,,Charity,KT2 6RN,12134740.0,E05000408,E01002968,51.412147,-0.296845,0
360G-blf-EPE_2_000319982,,,,28834.0,21591.0,,2004-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"The Royal Borough of Kingston will build a new jetty and ramp for boat launches and moorings at Albany Park Canoe and Sailing Centre.  700 pupils from schools across the whole borough will benefit from using this outdoor adventure facility.  It is estimated that 6,000 community visits a year will take place, with activities such as canoeing, sailing and kayak tuition being offered.",,,360G-blf,The Big Lottery Fund,,,EPE1,New Opportunities for PE and Sport,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,36.0,,2005-01-05,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-org-RoyalBoroughofKingstonUponThamesPublicSector:LocalAuthority1052001,E05000415,,Tudor,E09000021,,Kingston upon Thames,,,,Royal Borough of Kingston Upon Thames,,London,Tudor Ward,E05000415,2018-06-04T09:08:02+00:00,Albany Park Canoe & Sailing Centre - New jetty and ramp,,Government,,,,,,,0
360G-citybridgetrust-13514,,,,161987.0,136000.0,,2016-11-24,,,,"Kingston,Croydon,Lewisham,Southwark,London-wide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,http://1vfva1igmeah9lhs11aj1e1d-wpengine.netdna-ssl.com/wp-content/uploads/2018/05/CBT-360-data-Sept-2013-to-April-2018.xlsx,"£136,000 over two years (£67,000; £69,000) to fund the salary costs of a 0.4 FTE Superhighways manager, one project worker (0.8FTE) and associated running costs, for the continued delivery of the Superhighways Project.",Yes,,GB-CHC-1035628,City Bridge Trust,,,,Strengthening London's Voluntary Sector,http://www.citybridgetrust.org.uk/what-we-do/grant-making/what-we-fund/strengthening-londons-voluntary-sector/,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,,,,City Bridge Trust,Kingston upon Thames London Boro,E09000021,257551,,GB-CHC-257551,E09000021,LONB,Kingston,,,,,,,Kingston Voluntary Action,,London,,,2018-06-04T13:13:34+00:00,Grant to Kingston Voluntary Action,http://www.superhighways.org.uk,Charity,,,,,,,1
360G-citybridgetrust-12495,,,,27000.0,27000.0,,2015-03-12,,,,"Kingston,Merton,Wandsworth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,http://1vfva1igmeah9lhs11aj1e1d-wpengine.netdna-ssl.com/wp-content/uploads/2018/05/CBT-360-data-Sept-2013-to-April-2018.xlsx,"£27,000 over three years (3 x £9,000) for the salary of a Biodiversity Network Co-ordinator and associated costs",Yes,,GB-CHC-1035628,City Bridge Trust,,,,Improving London's Environment,http://www.citybridgetrust.org.uk/what-we-do/grant-making/what-we-fund/improving-londons-environment/,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,,,,City Bridge Trust,Kingston upon Thames London Boro,E09000021,,,360G-citybridgetrust-9947,E09000021,LONB,Kingston,,,,,,,Kingston Environment Centre (KEC),,London,,,2018-06-04T13:13:34+00:00,Grant to Kingston Environment Centre (KEC),http://www.kingstoneco.org.uk,Charity,,,,,,,1
360G-blf-0030039683,,,,4950.0,4950.0,,2006-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"The group is part of a national children's and youth movement that has a programme of outdoor activities, including camping hikes and hostelling. The award will  fund  additional camping equipment for the movement's national global village event.",,,360G-blf,The Big Lottery Fund,,,A4E3,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2006-05-30,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1073665,,GB-CHC-1073665,E05000413,,Surbiton Hill,E09000021,,Kingston upon Thames,,,,Tolworth & Kingston District Woodcraft Folk,,London,Surbiton Hill Ward,E05000413,2018-06-04T09:08:02+00:00,Camping Equipment,,Charity,,,,,,,0
